"province.name","year","province.code","indec.prov.code","fips.code","iso.code","region","date","election.type","round","party.label","party.acro","party.num","incumbent_party","pres_last.name","pres_first.name","vice.pres_last.name","vice.pres_first.name","votes","electors","votes.pct","electors.pct","party.votes","total.votes","turnout","registered.voters"
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","FEDERAL","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",587,0,0.11546,0,508397,520166,83.69539,621499
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO LINEA POPULAR","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",3140,0,0.61763,0,508397,520166,83.69539,621499
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","ALIANZA DEMOCRATA SOCIALISTA","",,0,"MARTINEZ RAYMONDA","RAFAEL","BALESTRA","RENE HELVECIO",372,0,0.07317,0,508397,520166,83.69539,621499
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","CONFEDERACION NACIONAL DE CENTRO","",,0,"NDA","NDA","NDA","NDA",1065,0,0.20948,0,508397,520166,83.69539,621499
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA DE ENTRE RIOS","",,0,"NDA","NDA","NDA","NDA",4225,0,0.83104,0,508397,520166,83.69539,621499
"ENTRE RIOS",1983,108,30,"AR08","AR-E","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",577,0,0.11349,0,508397,520166,83.69539,621499
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",4103,,,,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1266,,,,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",560,0,0.46223,0,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",45065,5,37.19677,35.7142857142857,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",586,0,0.48369,0,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA POPULAR","PSP",,0,"ESTEVEZ BOERO","GUILLERMO","ROSSI","EDGARDO",166,0,0.13702,0,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",16680,2,13.76772,14.2857142857143,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",54660,7,45.11651,50,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO LINEA POPULAR","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",3074,0,2.53729,0,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","ALIANZA DEMOCRATA SOCIALISTA","",,0,"MARTINEZ RAYMONDA","RAFAEL","BALESTRA","RENE HELVECIO",105,0,0.08667,0,121153,126522,75.92034,166651
"FORMOSA",1983,109,34,"AR09","AR-P","NEA",1983-10-30,"PRESIDENTIAL","FIRST","PARA LA DEMOCRACIA SOCIAL","",,0,"NDA","NDA","NDA","NDA",257,0,0.21213,0,121153,126522,75.92034,166651
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",6289,,,,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",2563,,,,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",877,0,0.5084,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",61173,6,35.4624,37.5,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA POPULAR","PSP",,0,"ESTEVEZ BOERO","GUILLERMO","ROSSI","EDGARDO",369,0,0.21391,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",303,0,0.17565,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",1421,0,0.82376,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",84051,8,48.72493,50,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","FEDERAL","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",1288,0,0.74666,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA DEMOCRATICO","PSD",,0,"MARTINEZ RAYMONDA","RAFAEL","BALESTRA","RENE HELVECIO",138,0,0.08,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO POPULAR JUJEÑO","MPJ",,0,"NDA","NDA","NDA","NDA",22303,2,12.9292,12.5,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",72,0,0.04174,0,172501,181353,84.32121,215074
"JUJUY",1983,110,38,"AR10","AR-Y","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",506,0,0.29333,0,172501,181353,84.32121,215074
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",3688,,,,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1662,,,,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",1922,0,1.5671,0,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",50753,6,41.38136,42.8571428571429,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",479,0,0.39055,0,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA POPULAR","PSP",,0,"ESTEVEZ BOERO","GUILLERMO","ROSSI","EDGARDO",111,0,0.0905,0,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",3294,0,2.68576,0,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",50138,6,40.87992,42.8571428571429,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO FEDERALISTA PAMPEANO","",,0,"NDA","NDA","NDA","NDA",15298,2,12.4732,14.2857142857143,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,0,"NDA","NDA","NDA","NDA",531,0,0.43295,0,122647,127997,89.5159,142988
"LA PAMPA",1983,111,42,"AR11","AR-L","CENTRO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",121,0,0.09866,0,122647,127997,89.5159,142988
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",7864,,,,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1421,,,,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",462,0,0.5336,0,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",35534,6,41.04086,42.8571428571429,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",308,0,0.35573,0,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",1588,0,1.8341,0,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",48073,8,55.52309,57.1428571428571,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","ALIANZA FEDERAL","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",215,0,0.24832,0,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",300,0,0.34649,0,86582,95867,89.30821,107344
"LA RIOJA",1983,112,46,"AR12","AR-F","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",102,0,0.11781,0,86582,95867,89.30821,107344
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",7012,,,,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",4668,,,,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",6073,0,0.95279,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",368484,15,57.8113,62.5,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",1435,0,0.22514,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","SOCIALISTA POPULAR","PSP",,0,"ESTEVEZ BOERO","GUILLERMO","ROSSI","EDGARDO",471,0,0.07389,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",122,0,0.01914,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",7233,0,1.13478,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",233035,9,36.56076,37.5,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","ALIANZA DEMOCRATA SOCIALISTA","",,0,"MARTINEZ RAYMONDA","RAFAEL","BALESTRA","RENE HELVECIO",584,0,0.09162,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","CONFEDERACION NACIONAL DE CENTRO","",,0,"NDA","NDA","NDA","NDA",1031,0,0.16175,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA","PD",,0,"NDA","NDA","NDA","NDA",17192,0,2.69725,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",812,0,0.12739,0,637391,649071,86.62966,749248
"MENDOZA",1983,113,50,"AR13","AR-M","CUYO",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",919,0,0.14418,0,637391,649071,86.62966,749248
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",9833,,,,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1526,,,,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",738,0,0.30818,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",118676,9,49.55777,50,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,0,"ALSOGARAY","ALVARO CARLOS","ORIA","JORGE",535,0,0.22341,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",538,0,0.22466,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",72,0,0.03007,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",3885,0,1.62233,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",114454,9,47.79471,50,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","FEDERAL","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",194,0,0.08101,0,239470,250829,80.15114,312945
"MISIONES",1983,114,54,"AR14","AR-N","NEA",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",378,0,0.15785,0,239470,250829,80.15114,312945
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",3673,,,,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",2333,,,,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",2114,0,1.98416,0,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",48279,7,45.31367,50,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",250,0,0.23464,0,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",904,0,0.84848,0,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",23653,3,22.20022,21.4285714285714,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","CONFEDERACION NACIONAL DE CENTRO","",,0,"NDA","NDA","NDA","NDA",336,0,0.31536,0,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO POPULAR NEUQUINO","MPN",,0,"NDA","NDA","NDA","NDA",30546,4,28.66985,28.5714285714286,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",141,0,0.13234,0,106544,112550,86.80261,129662
"NEUQUEN",1983,115,58,"AR15","AR-Q","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",321,0,0.30128,0,106544,112550,86.80261,129662
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",8619,,,,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",1828,,,,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",2868,0,1.82401,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",84226,8,53.56661,57.1428571428571,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",1481,0,0.9419,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",226,0,0.14373,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",2616,0,1.66374,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","JUSTICIALISTA","PJ",,0,"LUDER","ITALO","BITTEL","DEOLINDO",62801,6,39.9406,42.8571428571429,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","FEDERAL","",,0,"MANRIQUE","FRANCISCO","RAWSON","GUILLERMO",256,0,0.16281,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA PROGRESISTA","PDP",,0,"MARTINEZ RAYMONDA","RAFAEL","BALESTRA","RENE HELVECIO",257,0,0.16345,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","CONFEDERACION NACIONAL DE CENTRO","",,0,"NDA","NDA","NDA","NDA",458,0,0.29128,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","PROVINCIAL RIONEGRINO","",,0,"NDA","NDA","NDA","NDA",1113,0,0.70785,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","FRENTE DE IZQUIERDA POPULAR","",,0,"RAMOS","JORGE ABELARDO","COLOMBO","ELISA",249,0,0.15836,0,157236,167683,85.83985,195344
"RIO NEGRO",1983,116,62,"AR16","AR-R","PATAGONIA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO AL SOCIALISMO","MAS",,0,"ZAMORA","LUIS FERNANDO","DIAZ","SILVIA",685,0,0.43565,0,157236,167683,85.83985,195344
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",4489,,,,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",3188,,,,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","INTRANSIGENTE","PI",,0,"ALENDE","OSCAR EDUARDO","VIALE","LISANDRO",1340,0,0.44163,0,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,0,"ALFONSIN","RAUL RICARDO","MARTINEZ","VICTOR HIPOLITO ",135398,8,44.62425,44.4444444444444,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,0,"CERRO","FRANCISCO","PONSATI","ARTURO",1122,0,0.36979,0,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","OBRERO","PO",,0,"FLORES","GREGORIO","GUAGNINI","CATALINA",475,0,0.15655,0,303418,311095,80.06831,388537
"SALTA",1983,117,66,"AR17","AR-A","NOA",1983-10-30,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,0,"FRIGERIO","ROGELIO","SALONIA","ANTONIO",1774,0,0.58467,0,303418,311095,80.06831,388537
